,ID,Year_Birth,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,maritalstatus,numberofkids,Age,ValidCustomer,amountspent,x0_2n Cycle,x0_Basic,x0_Graduation,x0_Master,x0_PhD,MostSpntOn
40,8601,1980,1,80011.0,29-04-2013,3,421,76,536,82,27,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,1,1,33,yes,1395,0.0,0.0,1.0,0.0,0.0,Meat
41,503,1985,1,20559.0,12-03-2013,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,1,28,no,53,0.0,0.0,0.0,1.0,0.0,Meat
42,8430,1957,1,21994.0,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,1,1,55,no,22,0.0,0.0,1.0,0.0,0.0,Wine
43,7281,1959,0,52247.0,05-11-2013,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,0,0,54,no,186,0.0,0.0,0.0,0.0,1.0,Wine
44,2139,1975,1,7500.0,02-10-2013,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,1,1,38,no,31,0.0,0.0,0.0,1.0,0.0,Gold
45,1371,1976,0,79941.0,28-06-2014,72,123,26,266,37,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,0,0,38,yes,984,0.0,0.0,1.0,0.0,0.0,Meat
46,9909,1996,1,7500.0,09-11-2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,1,0,16,no,122,1.0,0.0,0.0,0.0,0.0,Gold
47,7286,1968,1,41728.0,24-05-2013,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,1,1,45,no,55,0.0,0.0,1.0,0.0,0.0,Meat
48,7244,1951,0,52247.0,01-01-2014,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,0,3,63,no,124,0.0,0.0,1.0,0.0,0.0,Wine
49,6566,1954,1,72550.0,08-11-2012,39,826,50,317,50,38,38,2,5,2,12,8,0,0,0,0,0,0,3,11,0,1,2,58,yes,1319,0.0,0.0,0.0,0.0,1.0,Wine
50,8614,1957,0,65486.0,12-05-2014,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,0,1,57,no,507,0.0,0.0,1.0,0.0,0.0,Wine
51,4114,1964,1,79143.0,11-08-2012,2,650,37,780,27,27,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,1,0,48,yes,1693,0.0,0.0,0.0,1.0,0.0,Meat
52,1331,1977,0,35790.0,02-01-2013,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,1,36,no,72,0.0,0.0,1.0,0.0,0.0,Fish
53,2225,1977,0,82582.0,07-06-2014,54,510,120,550,156,40,44,1,4,9,7,1,1,0,0,1,0,0,3,11,1,0,0,37,yes,1617,0.0,0.0,1.0,0.0,0.0,Meat
54,9381,1978,1,66373.0,12-06-2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,1,2,35,yes,606,0.0,0.0,1.0,0.0,0.0,Wine
55,6260,1955,1,82384.0,19-11-2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,1,0,57,yes,1957,0.0,0.0,0.0,1.0,0.0,Wine
56,10383,1966,0,70287.0,02-04-2013,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,0,0,47,yes,1093,0.0,0.0,1.0,0.0,0.0,Meat
57,7437,1988,0,27938.0,28-04-2014,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,0,1,26,no,29,0.0,0.0,1.0,0.0,0.0,Wine
58,8557,1982,0,52247.0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,1,31,no,46,0.0,0.0,1.0,0.0,0.0,Meat
59,8375,1968,1,55954.0,03-03-2014,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,1,1,46,no,518,0.0,0.0,0.0,0.0,1.0,Wine
60,6853,1982,0,75777.0,04-07-2013,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,0,0,31,yes,1438,0.0,0.0,0.0,1.0,0.0,Wine
61,3076,1975,1,66653.0,07-09-2012,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,1,2,37,yes,612,0.0,0.0,1.0,0.0,0.0,Wine
62,1012,1952,0,61823.0,18-02-2013,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,0,1,61,yes,884,0.0,0.0,1.0,0.0,0.0,Wine
63,6518,1951,0,67680.0,11-06-2013,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,0,1,62,yes,606,0.0,0.0,0.0,0.0,1.0,Wine
64,4137,1948,1,70666.0,06-12-2013,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,1,0,65,yes,1076,0.0,0.0,1.0,0.0,0.0,Wine
65,8082,1971,1,25721.0,21-05-2013,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,1,1,42,no,34,0.0,0.0,1.0,0.0,0.0,Gold
66,1386,1967,1,32474.0,11-05-2014,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,2,47,no,11,0.0,0.0,1.0,0.0,0.0,Wine
67,9369,1979,0,88194.0,19-03-2014,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,0,1,35,yes,1274,1.0,0.0,0.0,0.0,0.0,Wine
68,4477,1958,1,69096.0,27-09-2013,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,1,1,55,yes,653,0.0,0.0,1.0,0.0,0.0,Wine
69,1357,1970,1,74854.0,08-04-2013,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,1,3,43,yes,1562,0.0,0.0,1.0,0.0,0.0,Wine
70,1402,1954,1,66991.0,11-09-2012,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,1,0,58,yes,1253,0.0,0.0,0.0,1.0,0.0,Wine
71,10629,1973,1,52247.0,14-09-2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,1,39,no,109,1.0,0.0,0.0,0.0,0.0,Meat
72,6312,1959,1,65031.0,17-03-2013,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,1,1,54,yes,863,0.0,0.0,1.0,0.0,0.0,Meat
73,8132,1975,1,60631.0,05-04-2013,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,1,2,38,yes,661,0.0,0.0,0.0,0.0,1.0,Wine
74,1050,1952,1,28332.0,30-04-2014,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,1,0,62,no,65,0.0,0.0,1.0,0.0,0.0,sweet
75,5846,1977,0,40246.0,19-12-2012,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,1,35,no,13,0.0,0.0,1.0,0.0,0.0,Meat
76,1859,1972,1,75251.0,27-08-2012,34,721,111,166,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,1,0,40,yes,1890,0.0,0.0,0.0,1.0,0.0,Wine
77,7503,1976,0,75825.0,12-10-2012,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,0,0,36,yes,2209,0.0,0.0,1.0,0.0,0.0,Wine
78,10401,1976,1,26326.0,04-09-2013,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,1,0,37,no,18,1.0,0.0,0.0,0.0,0.0,Gold
79,1618,1965,1,56046.0,02-01-2013,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,1,0,48,yes,692,0.0,0.0,1.0,0.0,0.0,Wine
80,3332,1985,0,29760.0,29-08-2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,0,1,27,no,165,0.0,0.0,1.0,0.0,0.0,Meat
81,2261,1969,1,26304.0,23-06-2013,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,1,44,no,16,0.0,0.0,1.0,0.0,0.0,Meat
82,5346,1973,1,23559.0,03-07-2013,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,1,40,no,79,1.0,0.0,0.0,0.0,0.0,Wine
83,4119,1963,1,38620.0,11-05-2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,1,0,50,no,318,0.0,0.0,0.0,1.0,0.0,Wine
84,535,1987,0,81361.0,25-02-2014,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,0,0,27,yes,778,0.0,0.0,1.0,0.0,0.0,Meat
85,5268,1960,1,29440.0,11-08-2013,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,1,2,53,no,56,0.0,0.0,1.0,0.0,0.0,Wine
86,273,1970,1,36138.0,16-07-2013,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,1,2,43,no,151,0.0,0.0,0.0,1.0,0.0,Wine
87,4452,1957,0,50388.0,28-05-2014,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,0,1,57,no,372,0.0,0.0,1.0,0.0,0.0,Wine
88,8504,1973,1,79593.0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1,0,41,yes,1366,0.0,0.0,1.0,0.0,0.0,Meat
89,771,1967,1,54178.0,21-01-2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,1,1,47,no,194,0.0,0.0,1.0,0.0,0.0,Wine
90,8996,1957,1,52247.0,19-11-2012,4,230,42,192,49,37,53,2,7,2,8,9,0,0,0,0,0,0,3,11,0,1,3,55,no,603,0.0,0.0,0.0,0.0,1.0,Wine
91,9235,1957,0,52247.0,27-05-2014,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,2,57,no,18,0.0,0.0,1.0,0.0,0.0,Meat
92,5798,1973,1,52247.0,23-11-2013,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,1,0,40,yes,985,0.0,0.0,0.0,1.0,0.0,Wine
93,11178,1972,0,42394.0,23-03-2014,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,1,42,no,32,0.0,0.0,0.0,1.0,0.0,Wine
94,2230,1970,1,23626.0,24-05-2014,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,1,1,44,no,43,0.0,0.0,0.0,0.0,1.0,Wine
95,7516,1983,1,30096.0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,1,31,no,45,0.0,0.0,1.0,0.0,0.0,Fish
96,7247,1960,0,47916.0,22-11-2012,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,0,1,52,yes,606,0.0,0.0,1.0,0.0,0.0,Wine
97,11100,1972,0,51813.0,11-04-2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,2,41,no,63,0.0,0.0,1.0,0.0,0.0,Wine
98,4646,1951,1,78497.0,01-12-2013,44,207,26,447,75,0,44,1,5,7,12,2,0,0,0,1,0,0,3,11,0,1,0,62,yes,978,1.0,0.0,0.0,0.0,0.0,Meat
99,3037,1983,1,50150.0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,1,0,30,no,410,0.0,0.0,0.0,0.0,1.0,Wine
100,1473,1960,0,47823.0,23-07-2013,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,1,53,no,72,1.0,0.0,0.0,0.0,0.0,Wine
101,1016,1959,0,34554.0,30-03-2014,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,1,55,no,55,0.0,0.0,0.0,0.0,1.0,Wine
102,4518,1979,1,85693.0,20-04-2013,59,386,26,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,3,11,0,1,1,34,yes,1169,0.0,0.0,1.0,0.0,0.0,Wine
103,9370,1945,1,65846.0,17-05-2013,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,1,0,68,yes,1120,0.0,0.0,0.0,0.0,1.0,Wine
104,8908,1959,1,87195.0,08-05-2014,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,1,0,55,yes,1097,0.0,0.0,1.0,0.0,0.0,Meat
105,8373,1979,1,24594.0,10-12-2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,1,34,no,29,0.0,1.0,0.0,0.0,0.0,Fish
106,7533,1964,1,49096.0,24-09-2013,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,1,2,49,no,187,0.0,0.0,1.0,0.0,0.0,Wine
107,2683,1969,1,52413.0,02-02-2013,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,3,11,0,1,2,44,yes,910,0.0,0.0,1.0,0.0,0.0,Wine
108,3629,1978,0,38557.0,19-12-2012,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,0,1,34,no,145,0.0,0.0,1.0,0.0,0.0,Wine
109,10991,1960,1,89058.0,07-12-2012,18,454,26,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,1,0,52,yes,850,0.0,0.0,0.0,1.0,0.0,Wine
110,5077,1979,1,77298.0,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,1,1,34,yes,969,0.0,0.0,1.0,0.0,0.0,Wine
111,7431,1991,0,68126.0,10-11-2012,40,303,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,0,0,21,yes,1820,0.0,0.0,0.0,0.0,1.0,Meat
112,3267,1963,1,57288.0,25-06-2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,1,1,51,yes,608,0.0,0.0,0.0,1.0,0.0,Wine
113,999,1991,0,86037.0,02-01-2013,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,0,0,22,yes,730,0.0,0.0,1.0,0.0,0.0,Wine
114,9215,1980,1,43974.0,12-12-2012,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,1,1,32,no,551,0.0,0.0,0.0,0.0,1.0,Wine
115,2286,1962,0,50785.0,10-09-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,0,2,51,no,114,0.0,0.0,1.0,0.0,0.0,Wine
116,1592,1970,1,90765.0,24-01-2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,1,0,44,yes,1724,0.0,0.0,1.0,0.0,0.0,Meat
117,367,1978,1,36550.0,19-02-2013,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,1,1,35,no,577,1.0,0.0,0.0,0.0,0.0,Fish
118,5234,1967,1,30753.0,11-07-2013,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1,2,46,no,81,1.0,0.0,0.0,0.0,0.0,Gold
119,9862,1969,1,21918.0,14-11-2013,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,1,44,no,33,0.0,0.0,1.0,0.0,0.0,Fish
120,9805,1953,1,56129.0,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,1,1,60,yes,660,0.0,0.0,0.0,1.0,0.0,Wine
121,6205,1967,0,32557.0,24-02-2014,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,0,1,47,no,80,0.0,0.0,0.0,1.0,0.0,Wine
122,8442,1985,1,19510.0,04-09-2013,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,2,28,no,30,0.0,0.0,0.0,1.0,0.0,Wine
123,7386,1976,0,30992.0,22-04-2013,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,1,37,no,43,0.0,0.0,1.0,0.0,0.0,Wine
124,7215,1983,0,101970.0,12-03-2013,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,0,0,30,yes,1135,0.0,0.0,1.0,0.0,0.0,Wine
125,1491,1965,1,71488.0,18-02-2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,1,0,48,no,559,1.0,0.0,0.0,0.0,0.0,Gold
126,11071,1984,0,79607.0,21-04-2013,37,450,133,166,173,0,44,1,3,6,6,1,0,0,0,0,0,0,3,11,1,0,0,29,yes,1923,0.0,0.0,1.0,0.0,0.0,Wine
127,3381,1953,1,54348.0,08-06-2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,1,2,61,no,90,0.0,0.0,0.0,1.0,0.0,Wine
128,8268,1961,1,52247.0,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1,1,52,no,404,0.0,0.0,0.0,0.0,1.0,Wine
129,11051,1956,1,77376.0,10-05-2014,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,1,2,58,yes,661,0.0,0.0,0.0,0.0,1.0,Wine
130,8026,1952,1,62998.0,30-09-2013,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,1,1,61,no,463,0.0,0.0,1.0,0.0,0.0,Wine
131,433,1958,0,61331.0,10-03-2013,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,0,2,55,yes,632,0.0,0.0,0.0,1.0,0.0,Wine
132,9597,1969,1,73448.0,10-02-2014,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,1,0,45,yes,725,0.0,0.0,1.0,0.0,0.0,Wine
133,1295,1963,1,52247.0,11-08-2013,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,3,11,0,1,1,50,yes,725,0.0,0.0,1.0,0.0,0.0,Wine
134,5290,1964,1,41551.0,14-08-2013,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,1,2,49,no,279,0.0,0.0,0.0,0.0,1.0,Wine
135,1685,1967,1,62981.0,17-03-2013,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,1,0,46,yes,1482,0.0,0.0,0.0,0.0,1.0,Wine
